date,humidity,soilHumidity,temperature
2024-05-31 00:00:38.647697,56.6,0,17.0
2024-05-31 00:02:19.020702,56.7,0,17.0
2024-05-31 00:03:59.388922,56.9,0,16.9
2024-05-31 00:05:39.754828,57.0,0,16.9
2024-05-31 00:07:20.120176,57.0,0,16.9
2024-05-31 00:09:00.485331,57.0,0,16.8
2024-05-31 00:10:40.850524,56.9,0,16.8
2024-05-31 00:12:21.215818,56.9,0,16.7
2024-05-31 00:14:01.581175,56.9,0,16.8
2024-05-31 00:15:41.946349,57.1,0,16.7
2024-05-31 00:17:22.311782,57.1,0,16.7
2024-05-31 00:19:02.677076,57.3,0,16.7
2024-05-31 00:20:43.042337,57.0,0,16.8
2024-05-31 00:22:23.407485,57.1,0,16.6
2024-05-31 00:24:03.772653,57.5,0,16.5
2024-05-31 00:25:44.140328,57.8,0,16.5
2024-05-31 00:27:24.505676,57.5,0,16.5
2024-05-31 00:29:04.870947,57.6,0,16.4
2024-05-31 00:30:45.236241,57.5,0,16.3
2024-05-31 00:32:25.601417,57.5,0,16.4
2024-05-31 00:34:05.966884,57.7,0,16.3
2024-05-31 00:35:46.332072,57.6,0,16.3
2024-05-31 00:37:26.697334,57.9,0,16.2
2024-05-31 00:39:07.062666,58.2,0,16.1
2024-05-31 00:40:47.398451,58.3,0,15.9
2024-05-31 00:42:27.763641,58.3,0,15.9
2024-05-31 00:44:08.128977,58.3,0,15.9
2024-05-31 00:45:48.494380,58.4,0,16.0
2024-05-31 00:47:28.859683,57.6,0,15.9
2024-05-31 00:49:09.224894,60.3,0,15.7
2024-05-31 00:50:49.590098,61.0,0,15.6
2024-05-31 00:52:29.955493,61.4,0,15.8
2024-05-31 00:54:10.320758,61.0,0,16.0
2024-05-31 00:55:50.686402,60.7,0,16.2
2024-05-31 00:57:31.052336,60.1,0,16.2
2024-05-31 00:59:11.417625,59.6,0,16.0
2024-05-31 01:00:51.782867,59.3,0,16.1
2024-05-31 01:02:32.148486,59.1,0,16.0
2024-05-31 01:04:12.490586,58.9,0,16.0
2024-05-31 01:05:52.855926,58.7,0,16.0
2024-05-31 01:07:33.221125,58.5,0,16.1
2024-05-31 01:09:13.586431,58.3,0,16.1
2024-05-31 01:10:53.951772,58.5,0,16.0
2024-05-31 01:12:34.317366,58.5,0,16.0
2024-05-31 01:14:14.682574,58.4,0,16.0
2024-05-31 01:15:55.048513,57.9,0,15.9
2024-05-31 01:17:35.413926,58.6,0,15.8
2024-05-31 01:19:15.779227,58.4,0,15.9
2024-05-31 01:20:56.106510,58.4,0,15.9
2024-05-31 01:22:36.114965,58.3,0,15.9
2024-05-31 01:24:16.128248,58.1,0,16.0
2024-05-31 01:25:56.136518,57.9,0,15.9
2024-05-31 01:27:36.145818,57.9,0,15.9
2024-05-31 01:29:16.236364,57.8,0,15.8
2024-05-31 01:30:56.244632,57.9,0,15.8
2024-05-31 01:32:36.253040,57.7,0,15.8
2024-05-31 01:34:16.261785,57.7,0,15.8
2024-05-31 01:35:56.615111,57.7,0,15.8
2024-05-31 01:37:36.624294,57.9,0,15.7
2024-05-31 01:39:16.920011,57.9,0,15.7
2024-05-31 01:40:57.285222,58.0,0,15.6
2024-05-31 01:42:37.650288,58.3,0,15.5
2024-05-31 01:44:18.763375,58.6,0,15.6
2024-05-31 01:46:03.676106,58.5,0,15.6
2024-05-31 01:47:44.531202,58.4,0,15.5
2024-05-31 01:49:24.987701,58.3,0,15.5
2024-05-31 01:51:05.439256,58.5,0,15.5
2024-05-31 01:52:45.890780,58.5,0,15.5
2024-05-31 01:54:26.259041,58.6,0,15.5
2024-05-31 01:56:06.627109,58.5,0,15.5
2024-05-31 01:57:46.992574,58.6,0,15.5
2024-05-31 01:59:27.357774,58.2,0,15.5
2024-05-31 02:01:07.723275,58.4,0,15.4
2024-05-31 02:02:48.089642,58.5,0,15.4
2024-05-31 02:04:28.454856,58.5,0,15.3
2024-05-31 02:06:08.819958,58.6,0,15.3
2024-05-31 02:07:49.185282,58.5,0,15.3
2024-05-31 02:09:29.550483,58.6,0,15.3
2024-05-31 02:11:09.917213,58.5,0,15.3
2024-05-31 02:12:50.282513,58.1,0,15.3
2024-05-31 02:14:30.574448,58.6,0,15.3
2024-05-31 02:16:10.892495,58.5,0,15.3
2024-05-31 02:17:51.257585,58.4,0,15.3
2024-05-31 02:19:32.060673,58.3,0,15.3
