date,humidity,soilHumidity,temperature
2024-05-30 21:13:13.616531,55.4,0,19.6
2024-05-30 21:14:54.012603,55.1,0,19.6
2024-05-30 21:16:34.312925,55.4,0,19.5
2024-05-30 21:18:14.626966,55.5,0,19.5
2024-05-30 21:19:54.983891,55.4,0,19.4
2024-05-30 21:21:35.336144,55.2,0,19.4
2024-05-30 21:23:15.698644,55.4,0,19.3
2024-05-30 21:24:56.047529,56.4,0,19.3
2024-05-30 21:26:36.336007,56.2,0,19.2
2024-05-30 21:28:16.636734,56.0,0,19.2
2024-05-30 21:29:56.962515,56.1,0,19.2
2024-05-30 21:31:37.320935,55.8,0,19.2
2024-05-30 21:33:17.595058,55.8,0,19.2
2024-05-30 21:34:57.928594,55.6,0,19.1
2024-05-30 21:36:38.279013,55.7,0,19.0
2024-05-30 21:38:18.631049,55.6,0,19.0
2024-05-30 21:39:58.982412,56.0,0,19.0
2024-05-30 21:41:39.301823,55.5,0,19.0
2024-05-30 21:43:19.652762,56.1,0,18.9
2024-05-30 21:44:59.930398,56.6,0,18.9
2024-05-30 21:46:40.198526,56.7,0,18.9
2024-05-30 21:48:20.550393,56.5,0,18.8
2024-05-30 21:50:00.886492,56.7,0,18.8
2024-05-30 21:51:41.236338,56.5,0,18.7
2024-05-30 21:53:21.542667,56.6,0,18.7
2024-05-30 21:55:01.826402,56.8,0,18.7
2024-05-30 21:56:42.191468,56.8,0,18.8
2024-05-30 21:58:22.458311,56.7,0,18.7
2024-05-30 22:00:02.821468,56.6,0,18.7
2024-05-30 22:01:43.090260,56.6,0,18.6
2024-05-30 22:03:23.455437,56.4,0,18.5
2024-05-30 22:05:03.722392,56.6,0,18.4
2024-05-30 22:06:44.007076,57.1,0,18.3
2024-05-30 22:08:24.354355,58.3,0,18.2
2024-05-30 22:10:04.646446,58.0,0,18.3
2024-05-30 22:11:44.986372,57.7,0,18.3
2024-05-30 22:13:25.350384,58.1,0,18.3
2024-05-30 22:15:05.618491,58.0,0,18.3
2024-05-30 22:16:45.984713,57.6,0,18.3
2024-05-30 22:18:26.250296,58.0,0,18.3
2024-05-30 22:20:06.615366,57.7,0,18.2
2024-05-30 22:21:46.924874,57.7,0,18.3
2024-05-30 22:23:27.289952,57.4,0,18.3
2024-05-30 22:25:32.842867,57.3,0,18.2
2024-05-30 22:27:13.143577,57.1,0,18.3
2024-05-30 22:28:53.218464,57.1,0,18.2
2024-05-30 22:30:33.227929,62.4,0,19.2
2024-05-30 22:32:13.238006,55.0,0,18.9
2024-05-30 22:33:53.248511,56.3,0,18.5
2024-05-30 22:35:33.262733,56.7,0,18.4
2024-05-30 22:37:13.354408,56.8,0,18.3
2024-05-30 22:38:53.364157,57.0,0,18.2
2024-05-30 22:40:33.373739,57.0,0,18.2
2024-05-30 22:42:13.385817,56.9,0,18.2
2024-05-30 22:43:53.652191,56.6,0,18.2
2024-05-30 22:45:33.662181,56.7,0,18.3
2024-05-30 22:47:13.672877,56.8,0,18.2
2024-05-30 22:48:53.685207,56.9,0,18.1
2024-05-30 22:50:33.953461,57.0,0,18.1
2024-05-30 22:52:13.962307,57.0,0,18.0
2024-05-30 22:53:53.972590,57.0,0,18.0
2024-05-30 22:55:33.984786,57.0,0,18.0
2024-05-30 22:57:13.993697,56.8,0,18.0
2024-05-30 22:58:54.238393,56.9,0,18.0
2024-05-30 23:00:34.247283,56.9,0,17.9
2024-05-30 23:02:14.260332,56.9,0,17.9
2024-05-30 23:03:54.268393,56.9,0,17.8
2024-05-30 23:05:34.534981,56.9,0,17.8
2024-05-30 23:07:14.543460,56.9,0,17.8
2024-05-30 23:08:54.556624,56.9,0,17.7
2024-05-30 23:10:34.564756,56.8,0,17.7
2024-05-30 23:12:14.831403,57.0,0,17.6
2024-05-30 23:13:54.840207,56.8,0,17.7
2024-05-30 23:15:34.851087,56.6,0,17.7
2024-05-30 23:17:14.859715,56.9,0,17.5
2024-05-30 23:18:55.127288,56.9,0,17.5
2024-05-30 23:20:35.137199,56.9,0,17.5
2024-05-30 23:22:15.149833,56.8,0,17.5
2024-05-30 23:23:55.158085,56.8,0,17.4
2024-05-30 23:25:35.424235,57.0,0,17.3
2024-05-30 23:27:15.433103,57.0,0,17.3
2024-05-30 23:28:55.441401,57.1,0,17.2
2024-05-30 23:30:35.449947,57.1,0,17.3
2024-05-30 23:32:15.459402,57.1,0,17.2
2024-05-30 23:33:55.472172,57.2,0,17.2
2024-05-30 23:35:35.750432,57.2,0,17.2
2024-05-30 23:37:16.083071,57.5,0,17.1
2024-05-30 23:38:56.354187,57.6,0,17.1
2024-05-30 23:40:36.719675,57.5,0,17.1
2024-05-30 23:42:17.070719,57.4,0,17.1
2024-05-30 23:43:57.422345,57.2,0,17.1
2024-05-30 23:45:37.760634,57.1,0,17.1
2024-05-30 23:47:18.026556,56.7,0,17.2
2024-05-30 23:48:58.035166,56.4,0,17.2
2024-05-30 23:50:38.043821,56.5,0,17.2
2024-05-30 23:52:18.053461,56.3,0,17.2
2024-05-30 23:53:58.065416,56.4,0,17.1
2024-05-30 23:55:38.331211,56.7,0,17.1
2024-05-30 23:57:18.340133,56.4,0,17.1
2024-05-30 23:58:58.349398,56.5,0,17.0
